route,count
"['main', 'rabota', 'tariffs', 'vklad', 'bonus', 'internet', 'news', 'archive', 'online', 'rabota', 'news', 'online', 'archive']",1
"['main', 'news', 'archive', 'news', 'main', 'bonus', 'vklad']",1
"['main', 'archive', 'vklad', 'rabota', 'archive', 'bonus', 'online', 'vklad', 'news', 'internet', 'online']",1
"['main', 'internet', 'news', 'tariffs', 'news', 'rabota', 'archive', 'news', 'internet', 'vklad', 'archive', 'rabota', 'archive', 'vklad', 'main']",1
"['main', 'news', 'main', 'internet', 'bonus', 'internet', 'rabota', 'main']",1
"['main', 'news', 'vklad', 'bonus', 'internet', 'main', 'vklad']",1
"['main', 'bonus', 'tariffs', 'archive', 'vklad', 'internet', 'main', 'internet', 'archive', 'bonus', 'vklad', 'archive', 'online', 'archive', 'tariffs']",1
"['main', 'news', 'online', 'rabota', 'internet', 'online']",1
"['main', 'rabota', 'archive', 'bonus', 'main', 'archive']",1
"['main', 'rabota', 'online', 'tariffs', 'archive']",1
"['main', 'internet', 'bonus', 'archive', 'internet', 'digital', 'rabota', 'tariffs', 'main', 'rabota']",1
"['main', 'internet', 'main', 'rabota', 'tariffs', 'online', 'main', 'rabota', 'main', 'internet', 'archive']",1
"['main', 'news', 'vklad', 'rabota', 'main']",1
"['main', 'online', 'main', 'news', 'bonus', 'internet', 'main']",1
"['main', 'vklad', 'internet', 'rabota', 'bonus', 'main', 'digital', 'main', 'news', 'digital', 'rabota', 'news', 'internet', 'rabota', 'internet', 'online', 'rabota', 'online', 'tariffs', 'archive', 'bonus', 'online', 'internet']",1
"['main', 'bonus', 'news', 'rabota', 'news', 'archive']",1
"['main', 'bonus', 'main', 'vklad', 'news', 'main', 'archive']",1
"['main', 'vklad', 'news', 'main', 'archive', 'rabota', 'tariffs', 'archive']",1
"['main', 'rabota', 'main', 'archive', 'tariffs', 'rabota', 'bonus', 'internet', 'rabota', 'vklad', 'archive', 'main', 'vklad', 'archive']",1
"['main', 'internet', 'archive', 'vklad', 'tariffs', 'archive']",1
"['main', 'rabota', 'bonus', 'online', 'archive', 'vklad', 'bonus']",1
"['main', 'archive', 'main', 'internet', 'tariffs', 'online', 'vklad', 'archive', 'rabota', 'internet', 'rabota', 'bonus', 'rabota', 'archive', 'news', 'internet']",1
"['main', 'rabota', 'news', 'bonus', 'internet', 'tariffs', 'digital']",1
"['main', 'tariffs', 'news', 'online', 'news', 'bonus', 'news', 'tariffs', 'online', 'news']",1
"['main', 'archive', 'online', 'rabota', 'archive', 'rabota', 'online', 'rabota', 'main']",1
"['main', 'online', 'internet', 'rabota', 'internet', 'bonus', 'archive', 'main', 'bonus', 'online', 'rabota', 'archive', 'vklad', 'tariffs', 'archive', 'rabota', 'online', 'bonus', 'rabota', 'tariffs', 'bonus', 'rabota', 'main', 'vklad', 'rabota']",1
"['main', 'bonus', 'rabota', 'tariffs', 'internet', 'rabota', 'news', 'internet', 'news', 'digital', 'internet']",1
"['main', 'internet', 'archive', 'main', 'news', 'tariffs', 'internet', 'tariffs', 'rabota', 'news', 'tariffs']",1
"['main', 'internet', 'archive', 'internet', 'rabota', 'internet', 'archive']",1
"['main', 'rabota', 'main', 'rabota', 'vklad', 'internet', 'online', 'archive', 'bonus', 'archive', 'internet', 'rabota', 'bonus', 'rabota', 'online', 'news', 'main', 'online', 'news', 'archive', 'internet', 'rabota', 'tariffs']",1
"['main', 'news', 'tariffs', 'main', 'news', 'bonus', 'online', 'bonus', 'tariffs']",1
"['main', 'bonus', 'archive', 'rabota', 'archive', 'rabota', 'archive', 'rabota', 'bonus', 'archive']",1
"['main', 'online', 'internet', 'online']",1
"['main', 'rabota', 'archive', 'internet', 'tariffs', 'archive', 'online']",1
"['main', 'rabota', 'online', 'rabota', 'main', 'rabota', 'main', 'internet', 'archive', 'rabota', 'bonus']",1
"['main', 'archive', 'internet', 'main', 'archive', 'rabota', 'vklad', 'news', 'archive']",1
"['main', 'archive', 'online', 'bonus', 'rabota', 'archive', 'tariffs', 'internet', 'rabota', 'archive', 'news', 'internet', 'rabota']",1
"['main', 'bonus', 'news', 'main', 'news', 'vklad', 'tariffs', 'rabota']",1
"['main', 'bonus', 'tariffs', 'internet', 'bonus', 'news', 'archive', 'news', 'online', 'archive']",1
"['main', 'rabota', 'news', 'bonus', 'tariffs']",1
"['main', 'bonus', 'tariffs', 'online', 'bonus', 'internet', 'online', 'bonus', 'news']",1
"['main', 'news', 'archive', 'main', 'archive', 'rabota', 'news', 'bonus', 'rabota', 'main', 'rabota']",1
"['main', 'rabota', 'news', 'bonus', 'rabota', 'tariffs', 'main', 'internet', 'archive', 'rabota']",1
"['main', 'rabota', 'main', 'internet', 'rabota', 'main', 'bonus', 'archive', 'rabota', 'news', 'archive', 'rabota', 'archive', 'rabota', 'online', 'internet', 'bonus', 'internet', 'online', 'internet', 'news', 'archive', 'digital', 'bonus']",1
"['main', 'rabota', 'bonus', 'main', 'tariffs', 'archive', 'main', 'online', 'news']",1
"['main', 'news', 'internet', 'tariffs', 'main', 'rabota']",1
"['main', 'rabota', 'internet', 'archive', 'bonus']",1
"['main', 'archive', 'vklad', 'archive', 'vklad']",1
"['main', 'archive', 'bonus', 'internet', 'main', 'vklad', 'archive', 'news', 'vklad']",1
"['main', 'internet', 'news', 'rabota', 'bonus', 'internet', 'archive', 'main', 'vklad', 'archive', 'tariffs', 'bonus', 'vklad', 'news']",1
"['main', 'rabota', 'vklad', 'online', 'archive', 'rabota', 'internet', 'digital', 'tariffs']",1
"['main', 'vklad', 'rabota', 'bonus', 'online', 'main', 'internet', 'news', 'internet', 'news', 'rabota', 'internet', 'digital', 'news']",1
"['main', 'internet', 'online', 'rabota', 'digital', 'internet']",1
"['main', 'internet', 'vklad', 'rabota', 'tariffs', 'archive', 'news', 'tariffs', 'rabota', 'online', 'vklad', 'online']",1
"['main', 'tariffs', 'archive', 'online', 'internet', 'bonus', 'vklad', 'archive', 'bonus', 'archive']",1
"['main', 'rabota', 'main', 'news', 'bonus']",1
"['main', 'news', 'bonus', 'internet', 'bonus', 'online', 'bonus', 'main']",1
"['main', 'archive', 'internet', 'bonus', 'vklad', 'archive', 'bonus', 'online', 'rabota', 'news', 'main', 'internet', 'archive', 'news', 'archive', 'main', 'bonus', 'online']",1
"['main', 'rabota', 'tariffs', 'bonus', 'online', 'main', 'tariffs', 'news']",1
"['internet', 'bonus', 'news', 'main']",1
"['main', 'internet', 'online', 'internet', 'digital', 'bonus', 'main', 'tariffs', 'internet', 'bonus', 'vklad', 'bonus', 'rabota', 'news']",1
"['main', 'bonus', 'internet', 'vklad', 'bonus', 'tariffs', 'news', 'online', 'news']",1
"['main', 'rabota', 'bonus', 'online', 'vklad', 'internet', 'rabota', 'main', 'online', 'news']",1
"['main', 'tariffs', 'main', 'online', 'tariffs', 'bonus', 'rabota']",1
"['main', 'main', 'vklad', 'main', 'internet', 'main', 'internet', 'vklad', 'news']",1
"['main', 'internet', 'archive', 'bonus', 'news', 'internet', 'rabota', 'archive', 'internet', 'news', 'rabota']",1
"['main', 'archive', 'rabota', 'internet', 'news', 'online', 'vklad']",1
"['main', 'main', 'vklad', 'tariffs', 'bonus', 'rabota']",1
"['vklad', 'online', 'archive', 'main', 'tariffs', 'archive', 'internet']",1
"['main', 'tariffs', 'rabota', 'archive', 'news', 'online']",1
"['main', 'rabota', 'news', 'bonus', 'internet', 'vklad', 'archive']",1
"['main', 'internet', 'vklad', 'archive', 'news', 'main', 'archive']",1
"['main', 'tariffs', 'news', 'archive', 'main', 'tariffs', 'vklad', 'archive', 'online', 'main', 'archive', 'rabota', 'news', 'archive', 'internet', 'archive', 'rabota', 'internet', 'news', 'tariffs', 'rabota', 'news', 'main', 'archive']",1
"['main', 'vklad', 'online', 'archive', 'online', 'rabota', 'archive', 'rabota', 'news']",1
"['main', 'bonus', 'online', 'bonus', 'internet', 'vklad', 'rabota', 'digital', 'online', 'rabota', 'archive', 'rabota', 'vklad', 'news', 'vklad', 'internet']",1
"['main', 'online', 'bonus', 'vklad', 'news', 'tariffs']",1
"['main', 'archive', 'vklad', 'archive', 'rabota', 'online', 'internet', 'online', 'rabota']",1
"['main', 'news', 'main', 'news', 'bonus', 'rabota', 'bonus']",1
"['main', 'online', 'rabota', 'archive', 'online', 'archive', 'online', 'tariffs']",1
"['main', 'news', 'archive', 'rabota', 'vklad', 'rabota', 'bonus', 'archive', 'online']",1
"['main', 'news', 'archive', 'bonus', 'rabota', 'internet', 'news', 'rabota']",1
"['main', 'archive', 'vklad', 'archive', 'bonus', 'internet', 'digital', 'online', 'news', 'main', 'internet']",1
"['main', 'archive', 'tariffs', 'news', 'tariffs', 'rabota', 'archive']",1
"['main', 'bonus', 'news', 'tariffs', 'news', 'rabota', 'internet']",1
"['main', 'bonus', 'main', 'bonus', 'digital', 'news', 'main', 'archive', 'internet', 'vklad']",1
"['main', 'online', 'rabota', 'bonus', 'internet', 'archive', 'tariffs', 'rabota', 'archive', 'main']",1
"['main', 'archive', 'bonus', 'internet', 'tariffs', 'internet']",1
"['main', 'vklad', 'main', 'bonus', 'online', 'rabota', 'internet', 'tariffs', 'vklad', 'archive', 'tariffs']",1
"['main', 'online', 'main', 'internet', 'news', 'tariffs', 'internet', 'news', 'internet', 'archive', 'main', 'bonus', 'internet', 'rabota', 'bonus', 'rabota', 'archive', 'online', 'news', 'internet', 'bonus', 'internet', 'archive', 'internet', 'archive']",1
"['main', 'rabota', 'bonus', 'news', 'internet', 'archive']",1
"['main', 'news', 'online', 'rabota', 'main', 'vklad', 'archive', 'news', 'rabota', 'main', 'tariffs', 'bonus', 'news', 'rabota', 'vklad']",1
"['main', 'digital', 'archive', 'rabota', 'news', 'rabota']",1
"['main', 'archive', 'news', 'main', 'archive', 'internet', 'archive', 'main']",1
"['main', 'bonus', 'rabota', 'tariffs', 'bonus', 'rabota', 'tariffs', 'bonus', 'digital', 'rabota', 'main', 'main']",1
"['main', 'archive', 'vklad', 'news', 'bonus', 'rabota', 'main']",1
"['main', 'archive', 'internet', 'rabota', 'vklad', 'news']",1
"['main', 'online', 'rabota', 'online', 'rabota', 'internet', 'main', 'archive', 'vklad', 'main', 'rabota', 'vklad', 'rabota', 'internet', 'vklad']",1
"['main', 'news', 'vklad', 'internet', 'archive', 'bonus']",1
"['main', 'tariffs', 'vklad', 'internet', 'tariffs', 'news', 'digital', 'rabota']",1
"['main', 'bonus', 'online', 'internet', 'archive', 'main']",1
"['main', 'news', 'rabota', 'online', 'bonus', 'internet', 'online', 'bonus', 'rabota', 'archive', 'main', 'archive', 'tariffs', 'online', 'internet', 'bonus', 'archive', 'bonus', 'digital', 'bonus', 'internet', 'bonus', 'main', 'rabota']",1
"['main', 'bonus', 'archive', 'main', 'internet', 'tariffs', 'rabota', 'archive', 'internet', 'bonus']",1
"['main', 'internet', 'online', 'internet', 'bonus', 'rabota', 'news', 'bonus']",1
"['main', 'news', 'bonus', 'archive', 'news', 'online', 'bonus', 'rabota', 'internet', 'vklad', 'tariffs', 'internet', 'tariffs', 'news', 'archive', 'main', 'news']",1
"['main', 'tariffs', 'rabota', 'news', 'rabota', 'tariffs', 'internet', 'online', 'archive']",1
"['main', 'archive', 'rabota', 'internet', 'bonus', 'archive', 'news', 'tariffs', 'news', 'archive', 'internet', 'news', 'main', 'tariffs', 'archive', 'news', 'bonus', 'internet', 'rabota', 'bonus', 'main']",1
"['main', 'tariffs', 'news', 'internet', 'digital', 'news', 'main', 'news', 'rabota', 'vklad', 'bonus', 'tariffs', 'rabota', 'tariffs', 'internet', 'archive', 'bonus', 'news', 'bonus', 'rabota', 'archive']",1
"['main', 'internet', 'vklad', 'bonus', 'news', 'internet', 'archive', 'rabota', 'main', 'tariffs', 'digital', 'tariffs', 'news', 'archive', 'vklad', 'online', 'main', 'internet', 'bonus', 'internet', 'archive', 'main', 'internet', 'online', 'archive', 'rabota', 'tariffs', 'main', 'news', 'main']",1
"['main', 'online', 'main', 'internet', 'online', 'bonus']",1
"['main', 'archive', 'internet', 'vklad', 'main', 'archive', 'rabota', 'online', 'vklad', 'rabota', 'online', 'archive', 'online', 'news', 'tariffs', 'rabota', 'main', 'internet', 'tariffs', 'online', 'internet']",1
"['main', 'internet', 'online', 'news', 'internet', 'news', 'rabota', 'news', 'main', 'archive', 'bonus', 'digital', 'vklad', 'archive', 'vklad', 'tariffs', 'internet', 'online', 'internet', 'rabota', 'tariffs', 'rabota']",1
"['main', 'bonus', 'main', 'rabota', 'bonus', 'rabota', 'digital', 'main', 'tariffs', 'vklad', 'archive', 'internet']",1
"['main', 'vklad', 'tariffs', 'online', 'digital', 'rabota', 'tariffs', 'rabota', 'news', 'rabota', 'online', 'news', 'rabota', 'online', 'internet', 'online', 'main', 'news', 'internet', 'news', 'digital', 'rabota', 'online', 'bonus', 'rabota', 'bonus', 'archive', 'news', 'archive', 'bonus', 'tariffs', 'bonus', 'rabota', 'vklad', 'news', 'rabota', 'archive', 'rabota', 'bonus', 'internet', 'news', 'online', 'archive', 'tariffs', 'news', 'vklad', 'bonus', 'internet', 'rabota', 'news', 'tariffs', 'vklad', 'internet', 'tariffs', 'rabota', 'online']",1
"['main', 'tariffs', 'main', 'bonus', 'vklad', 'main', 'rabota', 'news', 'online', 'archive', 'tariffs', 'archive', 'main', 'bonus', 'news']",1
"['main', 'internet', 'online', 'tariffs', 'rabota', 'digital', 'vklad', 'archive', 'bonus', 'online']",1
"['main', 'tariffs', 'news', 'online', 'internet', 'rabota', 'vklad', 'rabota']",1
"['main', 'news', 'online', 'vklad', 'bonus', 'tariffs', 'online', 'digital', 'rabota', 'main', 'rabota', 'tariffs', 'rabota', 'bonus', 'archive', 'news', 'archive']",1
"['main', 'internet', 'news', 'bonus', 'vklad']",1
"['main', 'internet', 'news', 'archive', 'tariffs', 'main', 'news', 'rabota', 'tariffs', 'online', 'vklad', 'bonus', 'internet', 'online', 'bonus']",1
"['main', 'rabota', 'internet', 'archive', 'bonus', 'archive']",1
"['main', 'rabota', 'online', 'archive', 'tariffs', 'main']",1
"['main', 'rabota', 'bonus', 'main', 'archive', 'bonus', 'rabota']",1
"['main', 'news', 'online', 'archive', 'online', 'archive', 'bonus', 'archive', 'main', 'online', 'news', 'bonus', 'rabota', 'main', 'archive']",1
"['main', 'archive', 'main', 'rabota', 'archive', 'bonus', 'news']",1
"['main', 'news', 'main', 'bonus', 'rabota']",1
"['main', 'vklad', 'bonus', 'rabota', 'archive', 'news', 'tariffs', 'archive', 'online', 'news']",1
"['main', 'bonus', 'main', 'archive', 'internet', 'tariffs', 'online', 'archive', 'vklad', 'news', 'internet', 'online']",1
"['main', 'archive', 'bonus', 'internet', 'news', 'internet']",1
"['main', 'internet', 'bonus', 'archive', 'main', 'news', 'internet', 'vklad', 'archive', 'vklad', 'bonus', 'main', 'archive', 'internet', 'bonus', 'main', 'rabota', 'online', 'bonus', 'rabota']",1
"['main', 'bonus', 'main', 'bonus', 'archive', 'internet', 'archive', 'tariffs', 'rabota', 'internet', 'rabota', 'tariffs', 'online', 'internet', 'news']",1
"['main', 'bonus', 'vklad', 'news', 'archive', 'news', 'tariffs', 'internet', 'archive', 'news']",1
"['main', 'internet', 'tariffs', 'main', 'news']",1
"['main', 'rabota', 'archive', 'main', 'tariffs', 'bonus', 'tariffs']",1
"['main', 'tariffs', 'vklad', 'online', 'tariffs', 'online', 'news', 'rabota', 'vklad', 'rabota', 'internet', 'rabota', 'digital', 'tariffs', 'internet', 'rabota', 'tariffs']",1
"['main', 'vklad', 'tariffs', 'internet', 'bonus', 'internet', 'archive', 'main', 'bonus', 'main', 'rabota']",1
"['main', 'online', 'archive', 'tariffs', 'main', 'tariffs', 'rabota', 'bonus', 'internet']",1
"['main', 'online', 'news', 'vklad', 'tariffs', 'main', 'vklad', 'archive', 'bonus', 'archive', 'news', 'bonus', 'internet', 'vklad', 'bonus', 'archive', 'rabota', 'archive', 'rabota', 'archive', 'online', 'tariffs']",1
"['main', 'archive', 'bonus', 'archive', 'internet', 'bonus', 'archive', 'bonus', 'digital', 'archive', 'online', 'internet', 'rabota']",1
"['main', 'internet', 'news', 'tariffs', 'news', 'rabota', 'main', 'online']",1
"['main', 'digital', 'internet', 'rabota', 'bonus', 'archive', 'bonus', 'archive']",1
"['main', 'news', 'bonus', 'rabota', 'archive', 'internet', 'rabota', 'bonus']",1
"['main', 'internet', 'rabota', 'tariffs', 'online', 'bonus', 'tariffs', 'rabota', 'news', 'archive', 'news', 'archive', 'tariffs', 'rabota']",1
"['main', 'internet', 'archive', 'bonus', 'online', 'rabota', 'archive', 'vklad', 'news', 'bonus', 'vklad', 'online', 'news', 'internet', 'tariffs', 'internet', 'vklad', 'internet', 'tariffs', 'bonus', 'tariffs', 'news', 'rabota', 'digital', 'news', 'rabota', 'internet', 'tariffs', 'digital', 'news']",1
"['main', 'rabota', 'news', 'archive', 'tariffs', 'bonus', 'vklad', 'rabota']",1
"['main', 'rabota', 'internet', 'rabota', 'tariffs', 'internet', 'news', 'internet']",1
"['main', 'internet', 'archive', 'rabota', 'archive', 'internet']",1
"['main', 'rabota', 'news', 'bonus', 'news', 'bonus', 'online', 'archive']",1
"['main', 'internet', 'news', 'archive', 'rabota', 'bonus']",1
"['main', 'archive', 'bonus', 'rabota', 'tariffs', 'main']",1
"['main', 'archive', 'tariffs', 'rabota', 'archive', 'tariffs', 'online', 'archive', 'internet', 'rabota', 'bonus', 'internet', 'vklad', 'internet', 'tariffs', 'rabota', 'main', 'vklad', 'internet', 'tariffs', 'archive', 'news', 'vklad']",1
"['main', 'rabota', 'vklad', 'tariffs', 'archive', 'internet']",1
"['archive', 'internet', 'bonus', 'archive', 'main', 'archive', 'news', 'internet', 'archive', 'internet', 'archive', 'online', 'rabota', 'bonus', 'online', 'main', 'news', 'main', 'bonus', 'online', 'tariffs', 'internet', 'rabota', 'online', 'rabota', 'online', 'main', 'main', 'news', 'main']",1
"['main', 'archive', 'bonus', 'tariffs', 'news', 'internet']",1
"['main', 'tariffs', 'archive', 'tariffs', 'main']",1
"['main', 'online', 'rabota', 'archive', 'news', 'tariffs', 'online', 'news']",1
"['main', 'online', 'rabota', 'bonus', 'online', 'bonus', 'rabota', 'tariffs']",1
"['main', 'rabota', 'internet', 'archive', 'tariffs', 'main', 'news', 'bonus', 'tariffs', 'internet', 'online', 'vklad', 'news', 'bonus']",1
"['main', 'archive', 'bonus', 'online', 'news', 'main', 'online', 'archive', 'main', 'news', 'archive', 'online', 'news', 'bonus', 'online', 'archive', 'internet', 'vklad', 'tariffs', 'news']",1
"['main', 'online', 'news', 'archive', 'bonus', 'internet']",1
"['main', 'internet', 'tariffs', 'archive', 'news', 'rabota', 'main', 'vklad', 'online', 'tariffs']",1
"['main', 'online', 'news', 'online', 'bonus', 'online', 'tariffs']",1
"['main', 'bonus', 'rabota', 'news', 'internet', 'bonus', 'news', 'main', 'archive', 'online']",1
"['main', 'bonus', 'rabota', 'internet', 'archive', 'internet', 'online', 'archive', 'main', 'bonus', 'digital', 'tariffs', 'online', 'tariffs', 'news']",1
"['main', 'bonus', 'main', 'vklad', 'archive', 'bonus', 'main']",1
"['main', 'archive', 'news', 'online', 'main', 'bonus', 'main', 'online', 'rabota', 'main', 'news']",1
